5.820,-21,-1,1
5.840,-18,-1,0
5.860,-14,1,-3
5.880,-14,1,-4
5.900,-15,-1,-7
5.920,-15,-3,-7
5.940,-15,-4,-7
5.960,-15,-4,-6
5.980,-14,-3,-4
6.000,-14,-1,-3
6.020,-14,0,-3
6.040,-15,0,-2
6.060,-16,0,-2
6.080,-17,-1,-2
6.100,-17,-2,-3
6.120,-17,-3,-5
6.140,-17,-4,-6
6.160,-17,-5,-6
6.180,-16,-6,-6
6.200,-16,-6,-5
6.220,-16,-5,-6
6.240,-19,-4,-6
6.260,-19,-4,-6
6.280,-19,-2,-4
6.300,-18,-2,-3
6.320,-18,-3,-3
6.340,-16,-4,-2
6.360,-15,-5,0
6.380,-14,-7,2
6.400,-14,-9,2
6.420,-15,-9,0
6.440,-15,-7,0
6.460,-17,-5,-1
6.480,-19,-4,-2
6.500,-19,-4,-3
6.520,-18,-5,-3
6.540,-16,-6,-3
6.560,-16,-8,-3
6.580,-15,-8,-1
6.600,-13,-7,1
6.620,-11,-5,2
6.640,-12,-5,2
6.660,-14,-7,0
6.680,-15,-8,-2
6.700,-16,-8,-2
6.720,-15,-7,-1
6.740,-13,-7,0
6.760,-12,-6,0
6.780,-12,-6,0
6.800,-14,-5,-2
6.820,-15,-5,-2
6.840,-15,-5,-1
6.860,-15,-7,-1
6.880,-14,-10,-1
6.900,-12,-12,-1
6.920,-11,-13,-2
6.940,-11,-13,-2
6.960,-12,-12,-2
6.980,-14,-11,-4
7.000,-14,-10,-5
7.020,-21,-14,-5
7.040,-23,-17,-1
7.060,-23,-17,0
7.080,-21,-13,0
7.100,-17,-8,0
7.120,-14,-6,0
7.140,-14,-6,-1
7.160,-13,-7,-1
7.180,-10,-9,-1
7.200,-10,-11,-1
7.220,-13,-12,-1
7.240,-16,-12,1
7.260,-16,-9,1
7.280,-16,-9,-1
7.300,-13,-11,-1
7.320,-10,-11,-1
7.340,-10,-9,2
7.360,-12,-9,3
7.380,-16,-10,3
7.400,-17,-12,0
7.420,-17,-12,0
7.440,-14,-10,0
7.460,-11,-9,0
7.480,-12,-9,-2
7.500,-13,-7,-2
7.520,-13,-6,-2
7.540,-13,-6,-2
7.560,-13,-6,-1
7.580,-13,-6,0
7.600,-12,-7,0
7.620,-12,-7,0
7.640,-11,-7,0
7.660,-11,-7,-1
7.680,-11,-7,-3
7.700,-12,-8,-4
7.720,-16,-11,-4
7.740,-18,-12,-1
7.760,-15,-12,1
7.780,-12,-12,1
7.800,-11,-12,1
7.820,-12,-12,0
7.840,-12,-12,1
7.860,-12,-10,1
7.880,-13,-10,0
7.900,-15,-10,-1
7.920,-15,-10,-1
7.940,-15,-10,-2
7.960,-14,-12,-3
7.980,-13,-14,-4
8.000,-10,-16,-4
8.020,-6,-16,-2
8.040,-6,-16,-1
8.060,-8,-16,0
8.080,-11,-17,2
8.100,-14,-17,2
8.120,-14,-17,4
8.140,-10,-14,4
8.160,-9,-12,3
8.180,-9,-11,2
8.200,-11,-11,0
8.220,-13,-11,-1
8.240,-16,-11,-1
8.260,-17,-11,-2
8.280,-17,-11,-4
8.300,-15,-13,-6
8.320,-10,-15,-5
8.340,-4,-15,-4
8.360,-2,-15,-3
8.380,-2,-13,-2
8.400,-3,-11,-2
8.420,-7,-10,-2
8.440,-11,-11,-4
8.460,-12,-15,-4
8.480,-12,-16,-4
8.500,-10,-16,-4
8.520,-10,-15,-3
8.540,-10,-11,-1
8.560,-11,-9,0
8.580,-10,-9,0
8.600,-7,-10,-4
8.620,-5,-12,-5
8.640,-5,-17,-4
8.660,-3,-20,-2
8.680,-3,-21,-1
8.700,-5,-19,0
8.720,-12,-15,0
8.740,-16,-14,-3
8.760,-16,-14,-6
8.780,-14,-15,-8
8.800,-9,-16,-8
8.820,-5,-14,-6
8.840,-3,-13,-4
8.860,-3,-14,-1
8.880,-6,-15,0
8.900,-9,-15,0
8.920,-9,-14,-1
8.940,-10,-14,-2
8.960,-12,-14,-2
8.980,-12,-12,-2
9.000,-11,-12,-3
9.020,-10,-12,-3
9.040,-10,-12,-3
9.060,-12,-13,-3
9.080,-12,-13,-4
9.100,-12,-15,-4
9.120,-9,-16,-3
9.140,-7,-16,-2
9.160,-5,-13,-2
9.180,-5,-12,-2
9.200,-8,-11,-4
9.220,-14,-11,-4
9.240,-17,-12,-4
9.260,-17,-16,-3
9.280,-16,-17,-3
9.300,-13,-16,-2
9.320,-11,-13,-1
9.340,-11,-12,-2
9.360,-12,-13,-2
9.380,-13,-13,-2
9.400,-13,-14,-2
9.420,-11,-14,-2
9.440,-11,-15,-1
9.460,-12,-15,-1
9.480,-13,-13,-1
9.500,-14,-10,-2
9.520,-15,-10,-2
9.540,-15,-9,-2
9.560,-14,-9,-3
9.580,-13,-9,-3
9.600,-12,-9,-4
9.620,-11,-10,-4
9.640,-10,-10,-3
9.660,-10,-10,-1
9.680,-10,-8,-1
9.700,-10,-6,-3
9.720,-10,-6,-3
9.740,-11,-6,-2
9.760,-11,-8,0
9.780,-11,-9,0
9.800,-11,-9,0
9.820,-10,-9,0
9.840,-10,-9,-1
9.860,-12,-10,-4
9.880,-14,-12,-4
9.900,-16,-12,-4
9.920,-17,-12,-3
9.940,-17,-12,-2
9.960,-16,-10,0
9.980,-16,-9,0
10.000,-17,-10,-1
10.020,-17,-12,-2
10.040,-16,-13,-3
10.060,-15,-14,-2
10.080,-14,-15,-1
10.100,-14,-14,0
10.120,-15,-10,1
10.140,-15,-7,1
10.160,-17,-7,1
10.180,-17,-7,2
10.200,-16,-9,2
10.220,-16,-9,2
10.240,-16,-8,1
10.260,-16,-7,1
10.280,-16,-7,1
10.300,-16,-7,1
10.320,-15,-7,0
10.340,-14,-8,-2
10.360,-13,-9,-4
10.380,-12,-10,-5
10.400,-11,-10,-5
10.420,-11,-10,-4
10.440,-12,-8,-2
10.460,-13,-5,-2
10.480,-14,-4,-2
10.500,-15,-3,-3
10.520,-16,-3,-4
10.540,-17,-2,-4
10.560,-17,-2,-5
10.580,-15,-3,-6
10.600,-15,-9,-6
10.620,-15,-11,-5
10.640,-13,-11,-5
10.660,-13,-11,-5
10.680,-16,-11,-5
10.700,-16,-11,-4
10.720,-16,-10,-4
10.740,-17,-10,-5
10.760,-17,-9,-5
10.780,-18,-9,-4
10.800,-18,-9,-5
10.820,-17,-10,-6
10.840,-14,-13,-5
10.860,-11,-13,0
10.880,-11,-7,6
10.900,-11,-1,6
10.920,-14,-1,4
10.940,-17,-5,0
10.960,-18,-8,-2
10.980,-17,-8,-3
11.000,-14,-8,-5
11.020,-12,-9,-7
11.040,-12,-9,-7
11.060,-12,-8,-6
11.080,-13,-6,-3
11.100,-14,-5,-2
11.120,-14,-6,-1
11.140,-14,-8,0
11.160,-14,-8,-1
11.180,-12,-8,-2
11.200,-11,-8,-2
11.220,-11,-9,-2
11.240,-11,-9,-3
11.260,-14,-9,-3
11.280,-17,-9,-4
11.300,-18,-9,-7
11.320,-18,-6,-8
11.340,-15,-6,-9
11.360,-14,-6,-9
11.380,-12,-6,-8
11.400,-8,-8,-5
11.420,-7,-10,-3
11.440,-7,-11,-1
11.460,-11,-12,0
11.480,-13,-13,0
11.500,-14,-14,0
11.520,-16,-16,-1
11.540,-17,-16,-1
11.560,-16,-12,-3
11.580,-12,-10,-7
11.600,-9,-10,-10
11.620,-6,-13,-9
11.640,-6,-16,-5
11.660,-7,-16,-1
11.680,-11,-16,0
11.700,-12,-17,1
11.720,-10,-17,0
11.740,-9,-15,-1
11.760,-9,-13,-2
11.780,-9,-10,-2
11.800,-9,-9,-3
11.820,-10,-10,-1
11.840,-10,-13,1
11.860,-9,-16,1
11.880,-9,-16,1
11.900,-8,-15,-2
11.920,-7,-13,-3
11.940,-7,-12,-3
11.960,-8,-12,-3
11.980,-9,-12,-4
12.000,-11,-12,-5
12.020,-15,-17,-7
12.040,-15,-18,-7
12.060,-14,-18,-6
12.080,-10,-16,-3
12.100,-4,-15,0
12.120,-4,-15,0
12.140,-8,-12,-3
12.160,-13,-10,-3
12.180,-13,-10,-1
12.200,-11,-11,-1
12.220,-10,-15,-2
12.240,-9,-16,-2
12.260,-8,-16,-3
12.280,-8,-15,-4
12.300,-8,-12,-4
12.320,-8,-10,-4
12.340,-8,-11,-4
12.360,-6,-11,-3
12.380,-5,-12,-3
12.400,-6,-14,-3
12.420,-9,-15,-3
12.440,-11,-16,-4
12.460,-11,-15,-4
12.480,-9,-13,-5
12.500,-9,-11,-5
12.520,-9,-11,-5
12.540,-12,-12,-4
12.560,-12,-14,-4
12.580,-12,-15,-4
12.600,-11,-14,-4
12.620,-9,-14,-3
12.640,-8,-14,-2
12.660,-8,-13,-2
12.680,-8,-13,-3
12.700,-7,-13,-3
12.720,-7,-13,-4
12.740,-7,-15,-5
12.760,-8,-23,-5
12.780,-9,-24,-5
12.800,-8,-19,-5
12.820,-8,-15,-5
12.840,-11,-13,-5
12.860,-11,-10,-4
12.880,-8,-10,-2
12.900,-3,-13,1
12.920,-3,-14,1
12.940,-5,-14,-2
12.960,-12,-11,-2
12.980,-17,-10,-2
13.000,-17,-10,-2
13.020,-17,-15,-2
13.040,-16,-17,-3
13.060,-14,-17,-3
13.080,-11,-15,-4
13.100,-10,-13,-4
13.120,-10,-11,-4
13.140,-11,-11,-3
13.160,-11,-11,-2
13.180,-13,-15,-2
13.200,-13,-16,-2
13.220,-13,-17,-2
13.240,-11,-16,-2
13.260,-11,-14,-2
13.280,-11,-11,-1
13.300,-12,-9,1
13.320,-12,-8,0
13.340,-12,-8,-2
13.360,-12,-8,-5
13.380,-12,-8,-7
13.400,-13,-9,-7
13.420,-12,-10,-7
13.440,-12,-10,-6
13.460,-11,-10,-5
13.480,-11,-10,-4
13.500,-10,-11,-4
13.520,-10,-11,-4
13.540,-10,-10,-4
13.560,-11,-10,-4
13.580,-12,-9,-4
13.600,-13,-8,-4
13.620,-13,-9,-6
13.640,-15,-10,-7
13.660,-16,-11,-7
13.680,-16,-11,-5
13.700,-16,-10,-4
13.720,-16,-9,-3
13.740,-14,-8,-1
13.760,-13,-8,0
13.780,-13,-8,0
13.800,-16,-9,-1
13.820,-16,-9,-1
13.840,-16,-8,-3
13.860,-16,-7,-3
13.880,-16,-6,-3
13.900,-14,-6,-3
13.920,-14,-9,-3
13.940,-14,-11,-2
13.960,-14,-11,-1
13.980,-14,-9,-1
14.000,-14,-7,-2
14.020,-13,-6,-3
14.040,-15,-6,-3
14.060,-19,-6,-3
14.080,-18,-7,-4
14.100,-15,-9,-4
14.120,-14,-9,-3
14.140,-12,-9,-3
14.160,-11,-9,-3
14.180,-9,-9,-4
14.200,-6,-10,-4
14.220,-6,-10,-4
14.240,-7,-10,-5
14.260,-11,-7,-6
14.280,-15,-2,-5
14.300,-16,1,-3
14.320,-16,1,-3
14.340,-19,-2,-4
14.360,-20,-7,-5
14.380,-19,-11,-5
14.400,-18,-12,-5
14.420,-15,-12,-6
14.440,-13,-13,-6
14.460,-13,-16,-6
14.480,-13,-17,-5
14.500,-14,-12,0
14.520,-15,-8,0
14.540,-19,-8,-1
14.560,-19,-8,-2
14.580,-18,-7,-5
14.600,-16,-7,-5
14.620,-15,-8,-5
14.640,-14,-11,-5
14.660,-14,-11,-3
14.680,-16,-11,-2
14.700,-16,-9,-2
14.720,-16,-9,-1
14.740,-14,-10,-1
14.760,-13,-10,-2
14.780,-12,-9,-3
14.800,-11,-8,-3
14.820,-10,-7,-2
14.840,-10,-8,-1
14.860,-13,-10,0
14.880,-16,-12,1
14.900,-15,-13,0
14.920,-14,-12,-1
14.940,-14,-9,-1
14.960,-13,-8,-2
14.980,-14,-8,-4
15.000,-16,-8,-5
15.020,-15,-8,-6
15.040,-14,-9,-6
15.060,-13,-10,-6
15.080,-13,-10,-5
15.100,-12,-9,-4
15.120,-12,-8,-3
15.140,-12,-8,-2
15.160,-11,-8,-2
15.180,-11,-8,-2
15.200,-11,-10,-3
15.220,-11,-10,-3
15.240,-11,-10,-4
15.260,-11,-10,-6
15.280,-15,-10,-7
15.300,-17,-10,-8
15.320,-17,-10,-10
15.340,-17,-10,-10
15.360,-14,-10,-10
15.380,-10,-11,-8
15.400,-9,-11,-5
15.420,-9,-12,-1
15.440,-10,-12,0
15.460,-10,-12,0
15.480,-11,-14,0
15.500,-11,-16,-1
15.520,-13,-16,-2
15.540,-13,-15,-3
15.560,-13,-11,-4
15.580,-13,-9,-5
15.600,-11,-9,-7
15.620,-8,-12,-6
15.640,-8,-12,-2
15.660,-9,-10,0
15.680,-13,-11,-1
15.700,-16,-14,-5
15.720,-18,-14,-8
15.740,-17,-13,-8
15.760,-12,-11,-7
15.780,-11,-10,-7
15.800,-11,-10,-6
15.820,-12,-11,-4
15.840,-13,-12,-3
15.860,-12,-12,-3
15.880,-12,-12,-3
15.900,-12,-12,-3
15.920,-12,-12,-1
15.940,-13,-11,-1
15.960,-13,-10,-1
15.980,-13,-9,-3
16.000,-12,-9,-6
16.020,-11,-9,-10
16.040,-14,-9,-11
16.060,-14,-9,-8
16.080,-14,-10,-6
16.100,-14,-11,-6
16.120,-14,-11,-6
16.140,-14,-9,-6
16.160,-14,-9,-6
16.180,-13,-10,-5
16.200,-13,-10,-5
16.220,-12,-10,-5
16.240,-12,-8,-5
16.260,-12,-7,-5
16.280,-13,-5,-5
16.300,-13,-5,-6
16.320,-13,-5,-7
16.340,-12,-7,-7
16.360,-12,-8,-7
16.380,-11,-8,-6
16.400,-10,-7,-5
16.420,-11,-7,-5
16.440,-14,-9,-7
16.460,-16,-11,-10
16.480,-16,-11,-12
16.500,-15,-9,-12
16.520,-14,-7,-11
16.540,-9,-6,-7
16.560,-7,-6,-6
16.580,-7,-7,-6
16.600,-7,-7,-6
16.620,-7,-7,-6
16.640,-9,-8,-6
16.660,-12,-8,-6
16.680,-15,-9,-5
16.700,-18,-9,-5
16.720,-20,-9,-5
16.740,-18,-9,-6
16.760,-13,-9,-7
16.780,-7,-11,-7
16.800,-6,-12,-7
16.820,-6,-12,-8
16.840,-8,-13,-8
16.860,-13,-18,-8
16.880,-14,-18,-4
16.900,-12,-14,-4
16.920,-10,-10,-6
16.940,-10,-9,-7
16.960,-10,-9,-7
16.980,-10,-11,-6
17.000,-10,-15,-6
17.020,-9,-15,-6
17.040,-10,-13,-7
17.060,-10,-13,-8
17.080,-10,-14,-10
17.100,-10,-14,-10
17.120,-7,-13,-9
17.140,-7,-13,-5
17.160,-6,-14,-5
17.180,-6,-17,-4
17.200,-7,-17,-4
17.220,-12,-20,-6
17.240,-14,-19,-7
17.260,-14,-15,-7
17.280,-9,-11,-4
17.300,-7,-9,-4
17.320,-6,-9,-5
17.340,-7,-11,-6
17.360,-9,-11,-6
17.380,-9,-11,-6
17.400,-9,-11,-5
17.420,-8,-11,-5
17.440,-8,-11,-5
17.460,-7,-12,-4
17.480,-6,-12,-4
17.500,-5,-12,-4
17.520,-4,-11,-5
17.540,-4,-10,-5
17.560,-5,-13,-8
17.580,-11,-19,-10
17.600,-12,-20,-10
17.620,-11,-16,-10
17.640,-11,-12,-9
17.660,-11,-10,-8
17.680,-12,-10,-7
17.700,-11,-12,-6
17.720,-9,-12,-6
17.740,-9,-10,-6
17.760,-11,-10,-9
17.780,-12,-10,-10
17.800,-12,-10,-10
17.820,-8,-14,-10
17.840,-1,-15,-10
17.860,3,-15,-8
17.880,3,-14,-6
17.900,1,-14,-6
17.920,-2,-14,-6
17.940,-9,-14,-7
17.960,-12,-14,-9
17.980,-12,-16,-10
18.000,-5,-16,-10
18.020,-3,-13,-8
18.040,-3,-10,-8
18.060,-5,-10,-9
18.080,-7,-13,-10
18.100,-7,-14,-10
18.120,-7,-15,-10
18.140,-6,-15,-9
18.160,-5,-14,-8
18.180,-4,-12,-6
18.200,-2,-12,-5
18.220,-1,-12,-5
18.240,-1,-12,-6
18.260,-1,-13,-7
18.280,-1,-16,-10
18.300,-2,-17,-12
18.320,-4,-17,-13
18.340,-5,-16,-13
18.360,-1,-11,-6
18.380,2,-9,-2
18.400,3,-12,-9
18.420,0,-14,-14
18.440,-5,-13,-13
18.460,-6,-13,-13
18.480,-6,-13,-11
18.500,-4,-14,-11
18.520,-4,-16,-11
18.540,-4,-18,-11
18.560,-1,-18,-10
18.580,2,-16,-10
18.600,2,-12,-8
18.620,0,-11,-8
18.640,0,-11,-7
18.660,2,-13,-6
18.680,2,-13,-6
18.700,1,-12,-7
18.720,1,-12,-8
18.740,0,-13,-11
18.760,0,-15,-12
18.780,-1,-15,-12
18.800,-2,-14,-12
18.820,-2,-13,-12
18.840,-1,-13,-11
18.860,-1,-13,-10
18.880,1,-13,-9
18.900,1,-13,-8
18.920,1,-12,-8
18.940,-2,-11,-8
18.960,-4,-10,-8
18.980,-4,-11,-8
19.000,-4,-12,-8
19.020,-3,-15,-8
19.040,-3,-18,-8
19.060,-2,-18,-8
19.080,-1,-17,-10
19.100,0,-13,-11
19.120,-1,-10,-12
19.140,-1,-9,-11
19.160,-1,-10,-11
19.180,-2,-13,-11
19.200,-4,-17,-11
19.220,-4,-17,-13
19.240,-3,-16,-14
19.260,-3,-12,-14
19.280,-4,-9,-14
19.300,-6,-9,-11
19.320,-6,-9,-9
19.340,-5,-9,-8
19.360,-3,-11,-8
19.380,-2,-13,-8
19.400,-2,-14,-8
19.420,-2,-16,-9
19.440,-3,-16,-10
19.460,-6,-15,-11
19.480,-7,-14,-11
19.500,-7,-14,-11
19.520,-6,-13,-10
19.540,-6,-10,-9
19.560,-7,-8,-7
19.580,-7,-7,-6
19.600,-6,-7,-6
19.620,-6,-9,-6
19.640,-7,-11,-7
19.660,-7,-14,-9
19.680,-7,-15,-11
19.700,-6,-15,-12
19.720,-6,-12,-13
19.740,-7,-11,-14
19.760,-8,-12,-15
19.780,-8,-13,-14
19.800,-7,-13,-12
19.820,-5,-13,-11
19.840,-4,-12,-10
19.860,-3,-11,-9
19.880,-3,-11,-9
19.900,-3,-11,-10
19.920,-3,-11,-10
19.940,-4,-11,-10
19.960,-4,-12,-10
19.980,-3,-15,-10
20.000,-3,-15,-11
20.020,-3,-14,-11
20.040,-4,-10,-11
20.060,-6,-9,-11
20.080,-7,-8,-12
20.100,-6,-8,-12
20.120,-5,-8,-12
20.140,-5,-9,-13
20.160,-5,-13,-14
20.180,-4,-13,-15
20.200,-1,-12,-15
20.220,-1,-8,-14
20.240,-1,-8,-14
20.260,-3,-9,-14
20.280,-3,-10,-14
20.300,-2,-12,-14
20.320,-2,-12,-15
20.340,-3,-12,-15
20.360,-4,-11,-15
20.380,-5,-10,-15
20.400,-5,-9,-14
20.420,-5,-9,-13
20.440,-3,-10,-12
20.460,-1,-10,-12
20.480,-1,-10,-13
20.500,-1,-9,-13
20.520,-1,-7,-14
20.540,-1,-6,-15
20.560,-1,-6,-15
20.580,-1,-8,-14
20.600,-1,-10,-12
20.620,0,-10,-13
20.640,0,-8,-13
20.660,-1,-5,-14
20.680,-3,-5,-14
20.700,-4,-6,-13
20.720,-3,-7,-13
20.740,-2,-7,-13
20.760,0,-7,-13
20.780,0,-7,-13
20.800,0,-7,-13
20.820,-1,-7,-12
20.840,-2,-5,-12
20.860,-3,-5,-12
20.880,-3,-6,-15
20.900,-2,-8,-17
20.920,-1,-11,-17
20.940,-1,-11,-16
20.960,-1,-11,-16
20.980,-1,-9,-16
21.000,-1,-7,-16
21.020,-1,-7,-16
21.040,0,-7,-15
21.060,0,-6,-15
21.080,0,-5,-14
21.100,-2,-5,-14
21.120,-2,-5,-14
21.140,-2,-7,-14
21.160,-2,-8,-14
21.180,-2,-8,-14
21.200,-3,-9,-14
21.220,-3,-9,-14
21.240,-3,-11,-15
21.260,-3,-12,-16
21.280,-4,-12,-16
21.300,-4,-9,-16
21.320,-4,-7,-16
21.340,-5,-6,-17
21.360,-5,-6,-17
21.380,-5,-6,-16
21.400,-4,-6,-16
21.420,-4,-6,-15
21.440,-4,-6,-13
21.460,-4,-8,-11
21.480,-5,-8,-9
21.500,-6,-7,-7
21.520,-7,-4,-6
21.540,-6,-2,-9
21.560,-5,1,-14
21.580,-5,2,-15
21.600,-5,0,-15
21.620,-6,-2,-13
21.640,-9,-3,-13
21.660,-12,-3,-13
21.680,-12,-4,-14
21.700,-11,-6,-16
21.720,-9,-7,-16
21.740,-8,-7,-16
21.760,-6,-7,-15
21.780,-2,-7,-15
21.800,-1,-5,-15
21.820,-1,-3,-15
21.840,-3,-3,-16
21.860,-5,-4,-16
21.880,-5,-4,-15
21.900,-4,-4,-15
